capital = 868
}

add_opinion_modifier = {
	target = NZL
	modifier = five_eyes_agreement
}

add_opinion_modifier = {
	target = USA
	modifier = ANZUS
}

add_opinion_modifier = {
	target = USA
	modifier = ANZUS_trade
}

add_opinion_modifier = {
	target = USA
	modifier = five_eyes_agreement
}

recruit_character = AST_diaa_mohamed
recruit_character = AST_jim_saleam
recruit_character = AST_pauline_hanson
recruit_character = AST_henry_i_of_windsor
recruit_character = AST_bob_katter
recruit_character = AST_john_anderson
recruit_character = AST_john_howard
recruit_character = AST_meg_lees
recruit_character = AST_kim_beazley
recruit_character = AST_bob_brown
recruit_character = AST_collective_leadership
recruit_character = AST_peter_symon
recruit_character = AST_angus_campbell
recruit_character = AST_david_morrison
recruit_character = AST_sir_peter_cosgrove
recruit_character = AST_timothy_barrett
recruit_character = AST_mark_bonser
recruit_character = AST_mark_campbell
recruit_character = AST_mark_binskin
recruit_character = AST_rick_burr
recruit_character = AST_gus_gilmore
recruit_character = AST_paul_mclachlan
recruit_character = AST_ben_james
recruit_character = AST_stephen_porter
recruit_character = AST_david_westphalen
recruit_character = AST_jeff_sengelman
recruit_character = AST_gavin_leo_davis
recruit_character = AST_warren_mcdonald
recruit_character = AST_gavin_turnbull
recruit_character = AST_robert_swanwick
recruit_character = AST_sharon_pearce
recruit_character = AST_john_cantwell
recruit_character = AST_shane_caughey
recruit_character = AST_mike_hindmarsh
recruit_character = AST_stuart_smith
recruit_character = AST_simone_wilkie
recruit_character = AST_ray_griggs
recruit_character = AST_michael_noonan
recruit_character = AST_stuart_mayer
recruit_character = AST_david_johnston
recruit_character = AST_jonathan_mead
recruit_character = AST_michael_uzzell
recruit_character = AST_brett_brace
recruit_character = AST_bruce_kafer
recruit_character = AST_gary_wight

2001.11.22 = {
    create_country_leader = {
		name = "Simon Crean"
		picture = "Simon_Crean.dds"
		ideology = social_democrat_ideology
	}
}

2003.12.2 = {
    create_country_leader = {
		name = "Mark Latham"
		picture = "Mark_Latham.dds"
		ideology = social_democrat_ideology
	}
}

2006.12.4 = {
    create_country_leader = {
		name = "Kevin Rudd"
		picture = "Kevin_Rudd.dds"
		ideology = social_democrat_ideology
	}
}

2007.10.29 = {
    create_country_leader = {
		name = "Brendon Nelson"
		picture = "Brendan_Nelson.dds"
		ideology = libertarian
	}
}

2008.9.16 = {
    create_country_leader = {
		name = "Malcolm B. Turnbull"
		picture = "Malcolm_Turnbull.dds"
		ideology = libertarian
	}
}

2009.12.1 = {
    create_country_leader = {
		name = "Tony Abbott"
		picture = "Tony_Abbott.dds"
		ideology = libertarian
	}
}

2010.6.24 = {
    create_country_leader = {
		name = "Julia Gillard"
		picture = "Julia_Gillard.dds"
		ideology = social_democrat_ideology
	}
}

2013.1.1 = {
    create_country_leader = {
		name = "Warren Truss"
		picture = "Warren_Truss.dds"
		ideology = fiscal_conservative
	}
    create_country_leader = {
		name = "Christine Milne"
		picture = "Christine_Milne.dds"
		ideology = green
	}
}

2013.9.13 = {
    create_country_leader = {
		name = "Bill Shorten"
		picture = "Bill_Shorten.dds"
		ideology = social_democrat_ideology
	}
}

2015.4.16 = {
	oob = "AST_2016"
	set_party_name = {
		ideology = social_liberal
		long_name = AST_social_liberal_Liberal_Democrats_long
		name = AST_social_liberal_Liberal_Democrats
	}
	create_country_leader = {
		name = "David Leyonhjelm"
		picture = "David_Leyonhjelm.dds"
		ideology = centrist
	}
}

2016.6.1 = {
	set_politics = {
        last_election = "2013.9.7"
		ruling_party = market_liberal
		elections_allowed = yes}

    set_popularities = {
        social_liberal = 0.5
        conservative = 4.6
        market_liberal = 42.85
        progressive = 10.2
        reactionary = 0.5
        social_democrat = 40.35
        nationalist = 1
    }
	
	create_country_leader = {
		name = "Richard Di Natale"
		picture = "Richard_Di_Natale.dds"
		ideology = green
	}
	create_country_leader = {
		name = "Barnaby Joyce"
		picture = "Barnaby_Joyce.dds"
		ideology = fiscal_conservative
	}

	create_country_leader = {
		name = "Bob Briton"
		picture = "Bob_Briton.dds"
		ideology = marxist
	}
}
